College Name,State Name,District Name
R A Podar College of Commerce & Economics Matunga Mumbai 400 019 (Id: C-34086),Maharashtra,Mumbai
Raptakos bratt and co pvt ltd (Id: C-33539),Maharashtra,Mumbai Suburban
"Rashtriya Bahu Uddeshiya Night College Of Arts,Commerce<charkonaka Kandivali (Id: C-34157)",Maharashtra,Mumbai
Rashtriya chemical and fertilizers ltd (Id: C-33587),Maharashtra,Mumbai Suburban
Rashtriya Mill Mazdoor Sanghs G.D. Ambedkar Pratishthans College of Management & Technology at Parel Mumbai 400 012 (Id: C-33887),Maharashtra,Mumbai
Rashtriya Shikshan Sansthas Swami Vivekanand Night College o Arts & Commerce Dombivli Chhatrapati Bhavan Ayare Marg Dattanagar Dombivli East Dist Thane 421 201 (Id: C-33616),Maharashtra,Thane
Ratnagiri Education Societys Shriman Bhagojisheth Keer Law College Late Sou Indirabai Vishnupant Kulkarni(G.J. College) Boys Hostel Complex Ratnagiri 415 612 (Id: C-34115),Maharashtra,Ratnagiri
Ratnam College of Arts Science and Commerce National High School Marg Bhandup West Mumbai 400 078 (Id: C-34203),Maharashtra,Mumbai
Rayat Shikshan Sansthas Abasaheb Marathe Arts & New Commerce Science College Rajapur Dist Ratnagiri (Id: C-34180),Maharashtra,Ratnagiri
Rayat Shikshan Sansthas Arts Science and Commerce College Mokhada Taluka Mokhada Dist Thane 401 604 (Id: C-34067),Maharashtra,Thane
Rayat Shikshan Sansthas Karmaveer Bhaurao Patil College Modern Vashi Sector 15 A Navi Mumbai 400 705 (Id: C-33721),Maharashtra,Mumbai
"REGAL EDUCATION SOCIETY’S COLLEGE OF HOTEL MANAGEMENT AND TOURISM, RATNAGIRI (Id: C-45219)",Maharashtra,Ratnagiri
Regional centre of the national institute of oceanography (Id: C-33658),Maharashtra,Mumbai
Regional meterological centre of the india meterological department of govt. (Id: C-33865),Maharashtra,Mumbai
Rishi Dayaram National College of Arts and Commerce and Wassiamul Assomul Science College Linking Road Bandra West Mumbai 400 050 (Id: C-33953),Maharashtra,Mumbai
"Ritambara Vishwa Vidyapeeths Malini Kishor College of Commerce and Economics, Shri Jitendra Mafatlal Mehta Educational Complex Plot No A 12 18 JVP D Scheme Mora Village Road Vile Parle West Mumbai 400 049 (Id: C-33844)",Maharashtra,Mumbai
Rizvi Education Society Rizvi College of Law Bandra (West) Munbai 400 050 (Id: C-33498),Maharashtra,Mumbai Suburban
"RIZVI EDUCATION SOCIETYS COLLEGE OF ARCHITECTURE, MUMBAI SUBURBAN (Id: C-45200)",Maharashtra,Mumbai Suburban
"""Rizvi Education Society's College of Architecture, Rizvi Education Complex, Off. Carter Road, Bandra (West), Mumbai-400050"" (Id: C-34074)",Maharashtra,Mumbai
Rizvi Education Societys College of Arts Science and Commerce Rizvi Complex Off Carter Road Sherly Road Bandra West Mumbai 400 050 (Id: C-34142),Maharashtra,Mumbai
Rizvi Education Societys College of Engineering Bandra (West) Mumbai-400 051 (Id: C-34027),Maharashtra,Mumbai Suburban
Rizvi Education Societys Rizvi College of Education New Rizvi Educational Complex Off Carter Road Bandra (West) Mumbai 400 050 (Id: C-33799),Maharashtra,Mumbai Suburban
Rizvi Institute of Management Studies Management Studies Gen Arunkumar Vaidya Chowk Rizvi Complex Off Carter Road Bandra (West) Mumbai-400 050 (Id: C-33934),Maharashtra,Mumbai Suburban
R.K. Vidya Prasarak Mandals College of Physical Education Patri Pool Shri Krishna Nagar Kachore Gaon Road Kalyan (East) Kalyan 421 301 (Id: C-34077),Maharashtra,Thane
"ROYAL COLLEGE OF EDUCATION AND RESEARCH FOR WOMEN AT ROYAL COLLEGE, THANE (Id: C-45242)",Maharashtra,Thane
"ROYAL EDUCATION SOCIETYS DR A R UNDRE WOMEN’S COLLEGE OF SCIENCE, RAIGAD (Id: C-45213)",Maharashtra,Raigarh
R.P.Gogate College of Arts Science and R V Joglekar College of Commerce Ratnagiri Dist Ratnagiri 415 612 (Id: C-33751),Maharashtra,Ratnagiri
R.R. Educational Trusts College of Education (B.Ed.) Mulund (E) Mumbai (Id: C-33997),Maharashtra,Mumbai Suburban
RUSTOMJEE BUSINESS SCHOOL (Id: C-46332),Maharashtra,Mumbai Suburban
Sadhana Education Societys L S Raheja College of Arts and Commerce Juhu Road Santacruz West Mumbai 400 054 (Id: C-34185),Maharashtra,Mumbai
Sadhana Education Societys Smt. Kapila Khandwala College of Education Near Lions Park Juhu Road Santacruz (West) Mumbai 400 054 (Id: C-33896),Maharashtra,Mumbai Suburban
Sadhubella Education Societys J Watumull Sadhubella Girls College Ulhasnagar Dist Thane (Id: C-34127),Maharashtra,Thane
Sahajeevan Shikshan Sansthas Vishwakarma Sahajeevan Institute of Management Khed Dist Raigad (Id: C-34066),Maharashtra,Raigarh
"SAHAYOG COLLEGE OF MANAGEMENT STUDIES, THANE (Id: C-45243)",Maharashtra,Thane
SAHYADRI COLLEGE OF HOTEL MANAGEMENT AND TOURISM (Id: C-47840),Maharashtra,Ratnagiri
Sahyadri Parisar Shikshan Prasarak Mandals Shri Manohar Hari Khapane College of Arts & Commerce Pachal Tal-Rajapur Dist Ratnagiri 416 704. (Id: C-33724),Maharashtra,Ratnagiri
Sahyadri Shaikshan Seva Mandals College of Arts and Commerce at Juchandra Tal Vasai Dist Thane 401 202 (Id: C-34057),Maharashtra,Thane
Sahyadri Shikshan Sanstha College of Science B.Sc.(I.T.) and B.Sc. ( Computer Science) at Sawarde Tal Chiplun Dist Ratnagiri (Id: C-33685),Maharashtra,Ratnagiri
Sahyadri Shikshan Sansthas B.A. Alias Bhaisaheb Sawant Adhyapak Mahavidyalaya Sawarde Taluka Chiplun Dist. Ratnagiri (Id: C-33551),Maharashtra,Ratnagiri
Sahyadri Shikshan Sansthas College of Arts Sawarde Tal Chiplun Dist Ratnagiri (Id: C-33516),Maharashtra,Ratnagiri
"SAHYADRI SHIKSHAN SANSTHAS GOVINDRAO NIKAM COLLEGE OF PHARMACY, SAWARDE, RATNAGIRI (Id: C-45903)",Maharashtra,Ratnagiri
"SAHYADRI SHIKSHAN SANSTHAS SAHYADRI INSTITUTE OF MANAGEMENT AND RESEARCH, SAWARDE, CHIPLUN (Id: C-49999)",Maharashtra,Ratnagiri
"SAHYADRI SHIKSHAN SANSTHA'S SAHYADRI INSTITUTE OF MANAGEMENT & REASEARCH, SAWARDE, CHIPLUN (Id: C-50023)",Maharashtra,Ratnagiri
"SAINATH EDUCATION TRUSTS HB BED COLLEGE, MUMBAI (Id: C-45194)",Maharashtra,Mumbai
Sai Shikshan & Samajik Sanshodhan Sanstha College of Arts Commerce & Science Behind Padmavati Apartment Near Ratnagiri Sindhudurg Dist Principals Association Vidyabhavan Khareyewadi At Sindhudurgnagari Dist Sindhudurg (Id: C-34170),Maharashtra,Sindhudurg
Sai Shiv Education Trusts Sai Baba Vihar Complex Ghodbunder RoadThane (West) (Id: C-33976),Maharashtra,Mumbai
Sai Shraddha Foundation Gr. Floor Madhukunj Next to Govt. Library Opp. Alibag ST Stand Alibag Dist Raigad (Id: C-33655),Maharashtra,Raigarh
Saket Gyanpeeth College of Arts & Commerce Saket Vidyanagari Chinchapada Road Katemanivli Kalyan East Dist Thane 421 306 (Id: C-33654),Maharashtra,Thane
Saket Gyanpeeths Saket College of Education Saket Vidyanagari Marg Chinchpada Road Katemanvali Kalyan (E) Dist Thane (Id: C-33617),Maharashtra,Thane
"SAKET GYANPEETHS SAKET COLLEGE OF MANAGEMENT, THANE (Id: C-46635)",Maharashtra,Thane
Samaj Hitakarni Sanstha Utkarsha College of Arts & Commerce at Vasind Tal Shahapur Dist Thane (Id: C-34039),Maharashtra,Thane
Samyak Prabodhan Sangh Bhimrao T. Pradhan College of Art Science & Commerce At Bamane ( Avare) Tal Shahapur Dist Thane (Id: C-33941),Maharashtra,Thane
Sandoz (india) ltd (Id: C-34151),Maharashtra,Thane
Sangeeta vidyalaya of the sri shanmukhananda fine arts & sangeeta sabha (Id: C-33810),Maharashtra,Mumbai
Sanjivan Gramin Vaidyakiya and Samajik Sahayata Pratishthan College of Arts Science & Commerce At Onde Tal Vikramgad Dist Thane (Id: C-33501),Maharashtra,Thane
Sanskardham Kelvani Mandals Jashbhai Maganbhai Patel College of Commerce Unnat Nagar M G Road Off Ganapati Stores Goregaon West Mumbai 400 090 (Id: C-34202),Maharashtra,Mumbai
Saraswati Education Societys Group of Institutions Sau. Vandana N. Tasgaonkar Technical Education Complex At Disksal Post Koshane Kalyan Karjat RoadTal. Karjat Dist. Raigad 401 201 (Id: C-33541),Maharashtra,Raigarh
Saraswati Education Societys Saraswati College of Engineering Kharghar Navi Mumbai (Id: C-33575),Maharashtra,Mumbai
Saraswati Education Societys Yadavrao Tasgaonkar College of Engineeting & Management At-Chandhai Neral Kadav Road Post Nasrapur Tal Karjat Dist Raigad 410 201 (Id: C-33958),Maharashtra,Raigarh
Saraswati Education Societys Yadavrao Tasgaonkar Institute of Engineering Technology Chandhai Near Bhivpuri Road Station Tal Karjat Dist.Raigad (Id: C-33745),Maharashtra,Raigarh
Saraswati Education Societys Yadavrao Tasgaonkar School of Business Manangement Dr.Tasgaonkar Education Complex Chandhai Village Bhivpuri Road Tal Karjat Dist Raigad 410 201 (Id: C-33546),Maharashtra,Raigarh
Saraswati Vidya Bhavans College of Pharmacy Sankara Nagar Shilpada Road Sonarpada Dombivli (East) Dist Thane-421 201 (Id: C-33729),Maharashtra,Thane
Sardar Patel College of Engineering Andheri (West) Mumbai 400 058 (Id: C-34112),Maharashtra,Mumbai Suburban
Sardar Patel College of Engineering Andheri (West) Mumbai-400 058 (Id: C-34182),Maharashtra,Mumbai Suburban
Sarvadnya Education and Research Societys College of Commerce & Science At Ghansoli New Mumbai (Id: C-33686),Maharashtra,Mumbai
SAS INSTITUTE OF MANAGEMENT STUDIES (Id: C-49656),Maharashtra,Thane
SASMIRAS INSTITUTE OF MANAGEMENT STUDIES AND RESEARCH (Id: C-47703),Maharashtra,Mumbai
Savitribai Phule Shikshan Prasarak Mandals Mandangad Arts & Commerce College Mandangad Dist Ratnagiri 415 203 (Id: C-33690),Maharashtra,Ratnagiri
Scientific research centre (Id: C-33775),Maharashtra,Mumbai Suburban
Secondary Training College 3 Mahapalika Marg Mumbai 400 001 (Id: C-33701),Maharashtra,Mumbai
Seth Hirachand Mutha Shaikshanik Trust College of Arts Commerce & Science Koliwali Kalyan West Dist Thane. (Id: C-34177),Maharashtra,Thane
Seva Sadans College of Education Dist Thane 421 003 Ulhasnagar (Id: C-33930),Maharashtra,Thane
Seva Sadans R K Talreja College of Arts Science and Commerce Ulhasnagar Dist Thane 421 003 (Id: C-33738),Maharashtra,Thane
Seva Sadan Trust Seva Sadan College of Arts Science and Commerce Seva Sadan Marg Opp Central Hospital Ulhasnagar 421 003 Dist Thane (Id: C-33816),Maharashtra,Thane
Shahapur Taluka Education Societys College of Education Shahapur Dist Thane (Id: C-34076),Maharashtra,Thane
Shaheed Dunichand Tejandas Kalani Zorial Trust College of Arts Commerce and Science Ulhasnagar Dist Thane (Id: C-33565),Maharashtra,Thane
Shaheed Dunichand T Kalani College of Education Site No 57 A Block Road Ulhasnagar Dist Thane (Id: C-33720),Maharashtra,Thane
"SHAHU SHIKSHAN SANSTHA DEVJIBHAI HARIYA LAW COLLEGE, THANE (Id: C-45244)",Maharashtra,Thane
Shahu Shikshan Sanstha Nalanda College of Law Plot No.2 RSC 34 Gorai-2 Mangal Murti Hospital Road Borivli (West) Mumbai 400 091 (Id: C-33547),Maharashtra,Mumbai Suburban
Shahu Shikshan Sanstha Pandharpur Sansthas Arts Commerce and Science Shahad Tal Kalyan (Id: C-33973),Maharashtra,Thane
Shahu Shikshan Sanstha (Pandharpur) Sansthas College of Education Shahad Tal Kalyan Dist Thane 421 103 (Id: C-34132),Maharashtra,Thane
Shahu Shikshan Sansthas College of Arts Science & Commerce Gorai Plot No2 RSc34 Gorai 2 Mangal Murti Hospital Road Near Shivnari Building Borivli Mumbai 400 091 (Id: C-34210),Maharashtra,Mumbai
Shailendra Education Society's College of Arts Commerce and Science Shailendra Nagar S V Road Dahisar East Mumbai 400 068 (Id: C-33989),Maharashtra,Mumbai
Shanmukhananda Fine Arts and Sangeetha Sabha Bachelor of Fine Arts (Music) College Sion Mumbai 400 022 (Id: C-33657),Maharashtra,Mumbai
"SHEILA RAHEJA SCHOOL OF BUSINESS MANAGEMENT AND RESEARCH, MUMBAI SUBURBAN (Id: C-45204)",Maharashtra,Mumbai Suburban
Sheth T J Education Societys Sheth Nanjibhai Khimjibhai Thakkar Thanawala College of Commerce and Sheth Jayantilal Tribhovandas Thanawala College of Arts and Science Near C K P Hall Kharkar Ali Thane 400 601 (Id: C-33653),Maharashtra,Thane
Shetkari Shikshan Prasarak Mandals Gurukrupa College of Education & Research Ramkrishna Nagar E wing Poornima Campas Murbad Road Dist. Thane (Id: C-34191),Maharashtra,Thane
Shikshak Sanchalit ShikashanSansthas Arts and Commerce College At & Post Wada Dist Thane (Id: C-33636),Maharashtra,Thane
Shikshan Prasarak Mandals N R Bhagat Jr & Sr College of Arts Science and Commerce Sector 4 Phase II Nerul Navi Mumbai 400 706 (Id: C-33747),Maharashtra,Mumbai
Shikshan Prasarak Mandals Shivaji College of Arts & Commerce at Salgaon Tal Kudal Dist Sindhudurg (Id: C-34107),Maharashtra,Sindhudurg
Shikshan Prasark Mandals Kirbet College of Arts & Commerce Sakharpa Taluka Sangmeshwar Dist Ratnagiri (Id: C-33912),Maharashtra,Ratnagiri
Shikshan Prasark Mandals Ramnarain Ruia College Matunga Mumbai 400 019 (Id: C-33742),Maharashtra,Mumbai
Shikshan Vikas Mandals S H Kelkar College of Arts Science and Commerce Devgad Dist Sindhudurg 416 613 (Id: C-34108),Maharashtra,Sindhudurg
Shikshan Vikas Mandals Shri Shantaram Krishnaji College of Education Deogad Dist Sindhudurg (Id: C-33869),Maharashtra,Sindhudurg
Shiposhi Shikshan Prasarak Mandals Late Bapuji Hariji Baing College of BMS At/Post Shiposhi Tal-Lanja Dist Ratnagiri-415 802 (Id: C-34085),Maharashtra,Ratnagiri
"SHIVAI PRABHODHINI SANSTHA AMDAR DOULAT DARODA SCIENCE MAHAVIDLAYA, THANE (Id: C-45245)",Maharashtra,Thane
Shivaji Institute of Education and Research Phondaghat Tal Kankavali Dist Sindhudurg 416 601 (Id: C-33831),Maharashtra,Sindhudurg
Shivajirao S Jondhale College of Engineering Vishnu Nagar Dombivli (West) Dist Thane (Id: C-34225),Maharashtra,Thane
Shramik Kisan Seva Samittees Lok Nete Shamraoji Peje Mahavidyalaya at and post Shivar Ambere Tal & Dist Ratnagiri (Id: C-33746),Maharashtra,Ratnagiri
Shramik Shikshan Mandal Bonkode College of Arts Commerce & Science Bonkode Koper Khairane Navi Mumbai (Id: C-33630),Maharashtra,Mumbai
Shree Ghatkopar Sarvajanik Jivdaya Khatu Aruna Manharlal Shah Institute of Management & Research At R B Kadam Marg Jivdaya Lane Ghatkopar (W) Mumbai 400 086 (Id: C-33602),Maharashtra,Mumbai Suburban
"SHREE L R TIWARI COLLEGE OF ENGINEERING, THANE (Id: C-46313)",Maharashtra,Thane
Shree Narayana Mandir Samitis Sree Narayan Guru College of Education (B.Ed.) at Boria P L Lokhande Marg Chembur Mumbai 400 089 (Id: C-33848),Maharashtra,Mumbai Suburban
Shree Narayan Mandir Samiti Shree Narayan Guru Commerce College P L Lokhande Marg Chembur Mumbai 400 089 (Id: C-33899),Maharashtra,Mumbai
Shree Panchal Samaj Madhyavarti Mandals Yeshwantrao Chaphekar Vidyasankul Tembhode College Road Palghar (West) Tal Palghar Dist Thane (Id: C-34037),Maharashtra,Thane
Shree Rahul Education Society Mother Marys College Navghar Road Bhayandar (E)Thane 401 105 (Id: C-33874),Maharashtra,Thane
Shree Shankar Naraya Education Trusts Rohidas Patil Institute of Management Studies At Navghar Bhayandar(E) Dist Thane (Id: C-33613),Maharashtra,Thane
Shri Chhatrapati Late Sau S R Abhang Memorial College of Arts and Commerce Ulhasnagar 4 (Id: C-33500),Maharashtra,Thane
Shri chhorabhai B patel research centre for chemistry and biological science (Id: C-34172),Maharashtra,Mumbai
"SHRI DOMBIVLI MITRA MANDAL’S MATUSHRI KASHIBEN MOTILAL PATEL SR COLLEGE OF SCIENCE AND COMMERCE, THANE (Id: C-45246)",Maharashtra,Thane
"SHRI GPM DEGREE COLLEGE, MAHATAMA GANDHI ROAD (Id: C-47920)",Maharashtra,Mumbai Suburban
"SHRI GPM DEGREE COLLEGE OF SCIENCE AND COMMERCE , TELLI GALI, ANDHERI EAST (Id: C-47919)",Maharashtra,Mumbai Suburban
Shri Hari Educational Trusts College of Commerce Talepakhdi Eksar Village Near Aquaria Club Borivali W Mumbai 400 092 (Id: C-33743),Maharashtra,Mumbai
"SHRI LAXMANDAS PITAMBARDAS RAWAL EDUCATION TRUST’S SHRI LP RAWAL COLLEGE OF MEDIA STUDIES, THANE (Id: C-45247)",Maharashtra,Thane
Shri L P Rawal College of Eduction & Research Mira Road (East) Dist. Thane 401 107 (Id: C-33929),Maharashtra,Thane
Shri Madhavji Lall Welfare & Educational Trusts Lords College of Law FILKA Daftary Road Opp Rly Stn Malad (E) Mumbai 400 097 (Id: C-34158),Maharashtra,Mumbai Suburban
Shrimati Indira Mahadev Behere College of Arts Shriman Chandulal Sheth Commerce and Shrimati Shobhanatai Chandulal Sheth College of Science Khed Dist Ratnagiri 415 709 (Id: C-34187),Maharashtra,Ratnagiri
Shri Narsee Monjee College of Commerce & Economics Juhu Development Scheme Vile Parle West Mumbai 400 056 (Id: C-34068),Maharashtra,Mumbai
Shri N B Mehta Education Charity Trusts College of Commerce Night R R P Municipal School Building Shantilal Modi Road Kandivli W Mumbai 400 067 (Id: C-34188),Maharashtra,Mumbai
Shri N B Mehta Education Charity Trusts Prakash Degree College of Commerce Kandivli W Mumbai 400 067 (Id: C-33888),Maharashtra,Mumbai
Shri Rahul Education Societys College of Education C/o. Mother Marys English High School Rahul Park Bhayander (East) Dist Thane (Id: C-34130),Maharashtra,Thane
Shri Rishikesh Shikshan Prasarak Mandals D D Visapute College of Pharmacy and Research Centre at & post Devad Near Panvel Dist Raigad-410 206 (Id: C-33804),Maharashtra,Raigarh
Shri Sadguru Vamanbaba Maharaj Shikshan Prasarak Mandals Eknath B Madhavi Senior College of Arts Commerce and Science Arye Dombivli E Dist Thane 421 201 (Id: C-34022),Maharashtra,Thane
Shri Sai Aniruddha Education Socioetys D J Samant Senior College Arts Commerce and Science Pali N H 17 Near S T Stand Pali Dist Ratnagiri (Id: C-34055),Maharashtra,Ratnagiri
Shri Shankar Narayan Education Societys College of Arts Commerce Navghar Road Near Temple Bhayander East Dist Thane (Id: C-34042),Maharashtra,Thane
Shri Sudhir Madhavji Lall Welfare & Educational Trusts Lords Universal College of Commerce and Science & B M S Daftary Road Opp. Railway Station Malad (E) Mumbai 400 097 (Id: C-34135),Maharashtra,Mumbai
Shri Sudhir Madhavji Lall Welfare & Educational Trusts The Lords Universal College of Education Daftary Road Opp Jain Temple Malad (E) Mumbai 400 097 (Id: C-34117),Maharashtra,Mumbai Suburban
Shri Vile Parle Kelavani Mandals Dwarkadas J. Sanghvi College of Engineering Plot No U-15 J V P D Scheme Gulmohar Road Vile Parle (West) Mumbai 400 056 (Id: C-33777),Maharashtra,Mumbai Suburban
Shri Vile Parle Kelavani Mandals Narsee Monjee Institute of Management Studies Juhu Development Scheme Vile Parle (West) Mumbai 400 058 (Id: C-33906),Maharashtra,Mumbai Suburban
"Shri Vile Parle Kelavani Mandals Usha Pravin Gandhi College of Management, Bhaktivedant Swami Marg, Juhu Scheme, Vile Parle West, Mumbai - 400056 (Id: C-33862)",Maharashtra,Mumbai
Shri Vile Parle Kelvani Mandals Mithibai College of Arts Chauhan Institute of Science and Amrutben Jivanlal College of Commerce and Economics Vile Parle West Mumbai 400056 (Id: C-33803),Maharashtra,Mumbai
Shri Vile Parle Kelvani Mandals Pravin Gandhi College of Law Vile Parle (W) Mumbai 400 056 (Id: C-33901),Maharashtra,Mumbai Suburban
Shri. Vile Parle Kelvani Mandas Dr. Bhanuben Nanavati College of Pharmacy Gate No.1 Mithibai College Campus Vile Parle (W) Mumbai 400 056 (Id: C-33877),Maharashtra,Mumbai Suburban
Shri Yashwantrao Chavan Shikshan Prasarak Mandals Sinhagad Institute of Business Management At MHADA Colony Chandivli Mumbai 400 072 (Id: C-33962),Maharashtra,Mumbai Suburban
Shri Yashwantrao Chavan Shikshan Prasarak Mandals Sinhgad College of Commerce Plot No 126 MHADA Colony Chandivali Mumbai 400 072 (Id: C-34216),Maharashtra,Mumbai
Shri Yeshwantrao Chavan Shikshan Prasarak Mandals Sinhgad College of Commerce For Women Shankarrao Palv Marg Shinde Wadi Dadar E Mumbai 400 014 (Id: C-34046),Maharashtra,Mumbai
Shubhamkaroti Charitable & Educational Trust Universal College of Science Hospitality Studies) Survey No.108 Village Ambhai Post Kanchad Tal Wada Dist Thane 421 303 (Id: C-33612),Maharashtra,Thane
"SHURPARAKA EDUCATIONAL AND MEDICAL TRUST’S MOINUDDIN BURHAN HARRIS COLLEGE OF ARTS & A.E. KALSEKAR COLLEGE OF COMMERCE & MANAGEMENT, NAWAYAT NAGAR (Id: C-33781)",Maharashtra,Thane
Shyam Narayan Education Societys Saraswati College of Education and esearch Plot No.36-1 Gram Panchayat Pisawali Village Kalyan Dist Thane (Id: C-33495),Maharashtra,Thane
Siddharth College of Law Anand Bhavan Dr D N Road Mumbai 400 023 (Id: C-34204),Maharashtra,Mumbai
Siddhi Education Trust Bhanwabai Arjundas Talreja College Arts Commerce & Science At Valivali Ambernath (Id: C-33554),Maharashtra,Thane
Siddhivinayak Shikshan Prasarak Mandals R B B.Ed. College Ram Nagar Rawate Compound Tembe Pada Road Bhandup (East) Mumbai 400 078 (Id: C-34010),Maharashtra,Mumbai Suburban
S.I.E.S. College of Management Studies 1-E Sector-V Nerul Navi Mumbai 400 614 (Id: C-34165),Maharashtra,Mumbai
"SIES College of Management Studies Sri. Chandrasekarendra Saraswathy, Vidyapuram, Plot No. 1-E Sector - V Nerul Navi Mumbai - 400 706 (Id: C-33893)",Maharashtra,Mumbai
Sindhu Bharati Trusts Shri Sindh Thakurnath S S T College of Arts & Commerce Ulhasnagar Dist Thane 421 005 (Id: C-33965),Maharashtra,Thane
Sindhudurg Education Societys V Y S B Ed College Tonadavli Nandgaon Titha Tal Kankavli Dist Sindhudurg (Id: C-33707),Maharashtra,Sindhudurg
Sindhudurg Shikshan Prasarak Mandal College of Engineering I T I Building Sindhu Nagari At & Post Oros Taluka Kudal Dist Sindhudurg 416 812 (Id: C-33526),Maharashtra,Sindhudurg
"Sindhu Education Societys Swami Hansmuni Maharaj Degree College of Commerce,Netaji High School & Jr College Ulhasnagar 421 004 (Id: C-33623)",Maharashtra,Thane
Sir hurkisandas nurottamdas hospital (Id: C-34111),Maharashtra,Mumbai
Sir J. J. College of Architechture (Id: C-33956),Maharashtra,Mumbai
"""Sir. J. J. College of Architecture, Dr. Dadabhai Nawroji Road, Fort, Mumbai-400 001. "" (Id: C-34173)",Maharashtra,Mumbai
Sir J J Institute of Applied Art Dr D N Road Mumbai 400 001 (Applied Art) (Id: C-33518),Maharashtra,Mumbai
Sir J J School of Art Dr D N Road Mumbai 400 001 (Painting) (Id: C-33571),Maharashtra,Mumbai
"SIR KIKABHAI PREMCHAND’S MIND’S COLLEGE OF SPECIAL EDUCATION (MENTAL RETARDATION), MUMBAI (Id: C-45195)",Maharashtra,Mumbai
"Sir Mohamed Yusuf Seamen Welfare Foundationss B.Sc Nautical Science), Nhava Panvel Dist Raigad (Id: C-33614)",Maharashtra,Raigarh
S I W S College of Commerce and Economics and Smt Thirumalai College of Science Plot No 337 Sewree Wadala Estate Mumbai 400 031 (Id: C-34030),Maharashtra,Mumbai
"SIWS'S COLLEGE OF COMMERCE AND ECONOMICS AND SMTTHIRUMALAI COLLEGE OF SCIENCE, MUMBAI (Id: C-45196)",Maharashtra,Mumbai
S K Patil Sindhudurg Mahavidyalaya Malvan Dist Sindhudurg (Id: C-33545),Maharashtra,Sindhudurg
S K Somaiya Vidyavihars College of Arts Science & Commerce Vidyavihar Mumbai 400 077 (Id: C-33637),Maharashtra,Mumbai
Smt Chandibai Himathmal Mansukhani College Post Box No17 Opp Ulhasnagar Railway Station Ulhasnagar Dist Thane 421 003 (Id: C-33728),Maharashtra,Thane
Smt. Dhaklubai Dhondu Thakrey Samajik and Shaikshnik SansthaThakurpada (Sarvali) Tal Bhiwandi Dist Thane 421 302 (Id: C-33940),Maharashtra,Thane
Smt Durga Devi Sharma Charitable Trusts Chandrabhan Sharma College of Arts Commerce & Science At Powai Vihar Mumbai 400 076 (Id: C-34088),Maharashtra,Mumbai
Smt Fatimabai M S Educational Trusts Arts & Commerce Night College Mumbra Dist Thane 400 612 (Id: C-33497),Maharashtra,Thane
Smt Gulbanu A. Lalani Educational Trusts College of Commerce for Women Dahisar E Mumbai 400 068 (Id: C-33574),Maharashtra,Mumbai
Smt. Indira Gandhi Engineering College CIDCO Sector 16 Koparkhairane Navi Mumbai 400 701 (Id: C-33687),Maharashtra,Mumbai
"Smt.Kamladevi Gauridatta Mittal College of Arts and Commerce Marwari Vidyalaya, Bhandarwada Gaothan Road Rajanpada Malad West Mumbai 400 066 (Id: C-33807)",Maharashtra,Mumbai
"SMT K G MITTAL INSTITUTE OF MANAGEMENT, INFORMATION TECHNOLOGY AND RESEARCH (Id: C-49703)",Maharashtra,Mumbai
Smt Mithibai Motiram Kundnani College of Commerce and Economics 32nd Road Bandra Mumbai 400 050 (Id: C-34003),Maharashtra,Mumbai
Smt. Radhikabai Meghe Memorial Shikshan Sanstha C/o Smt Radhikabai Meghe Vidyalaya CIDCO Sector16 Airoli Navi Mumbai 400 708 (Id: C-33986),Maharashtra,Mumbai
Smt. R B T Sanskritik Kendras R B T College of Education Kanchangaon (Khabalpada) Dombivli (E) Tal Kalyan Thane 421 201 (Id: C-34196),Maharashtra,Thane
Smt. Shyampatidevi Mishra Educational Trust 7 Bhagwati Prasad Shukla Chawl Malpa Hill No. 1 Andheri (East) Mumbai 400 093 (Id: C-34049),Maharashtra,Mumbai Suburban
Society for applied microwave electronics engg. and research department of electronics (Id: C-34120),Maharashtra,Mumbai Suburban
Society for the Higher Education of Women in India (for the Diploma in Early Childhood Care & Education) Sophia Campus Bhulabhai Desai Road Mumbai 400 026 (Id: C-33932),Maharashtra,Mumbai
Society for the Higher Education of Women in India Sophia Shree B.K. Somani Memorial Polytechnic Bhulabhai Desai Road Mumbai 400 026 (Id: C-34114),Maharashtra,Mumbai
Society of the Congregation of Franciscan Brothers College of MMS Mt.Poinsior P B No 8470 Borivli (West) Mumbai 400 103 (Id: C-33850),Maharashtra,Mumbai Suburban
Somaiya Institute of Management Studies and Research Vidyavihar Mumbai 400 077 (Id: C-34212),Maharashtra,Mumbai Suburban
Sonopant Dandekar Arts College S Apte Commerce and M H Mehta Science College Khare Kuran Road Palghar Dist Thane (Id: C-34065),Maharashtra,Thane
Sonubhau Baswant College of Arts & Commerce Near Government Godown Savroli Road Shahapur Dist Thane 421 601 (Id: C-34104),Maharashtra,Thane
Sophia College for Women Bhulabhai Desai Road Mumbai 400 026 (Id: C-33717),Maharashtra,Mumbai
South Indian Childrens Education Societys Arts Science & Commerce College At Chikaloli Ambernath Taluka Ambernath Dist Thane (Id: C-33891),Maharashtra,Thane
South Indian Education Scocietys College of Engineering Sector V Nerul Navi Mumbai 400 706 (Id: C-33861),Maharashtra,Mumbai
South Indian Education Societys College of Arts Science and Commerce Sion West Mumbai 400 022 (Id: C-33670),Maharashtra,Mumbai
